source_row_number,source_sheet_name,Unnamed: 2,pinyin,MC (NWH),MC (B&S),GSR,漢語大字典,廣韻,Unnamed: 9,normalized_character,normalized_pinyin,normalized_mc_nwh,normalized_mc_bs,normalized_gsr,normalized_hanyu_dazidian,normalized_guangyun
3626,Feuil1,率,shuai4,ṣwiyH,srwijH,0498a,10289.030,352.19 471.56,13,率,shuai4,ṣwiyH,srwijH,0498a,10289.030,352.19 471.56
3627,Feuil1,率,shuai4,ṣwit,srwit,0498a,10289.030,352.19 471.56,13,率,shuai4,ṣwit,srwit,0498a,10289.030,352.19 471.56
3628,Feuil1,䢦,shuai4,swrit,swrit,0498e,63879.020,472.03,6,䢦,shuai4,swrit,swrit,0498e,63879.020,472.03
3629,Feuil1,蟀,shuai4,ṣwit,srwit,0498g,42887.180,472.01,6,蟀,shuai4,ṣwit,srwit,0498g,42887.180,472.01
3630,Feuil1,膟,lü4,lwit,lwit,0498h,32108.190,474.22,6,膟,lü4,lwit,lwit,0498h,32108.190,474.22
3631,Feuil1,帥,shuai4,ṣwiyH,srwijH,0499a,10737.020,352.18 471.57,13,帥,shuai4,ṣwiyH,srwijH,0499a,10737.020,352.18 471.57
3632,Feuil1,帥,shuai4,ṣwit,srwit,0499a,10737.020,352.18 471.57,13,帥,shuai4,ṣwit,srwit,0499a,10737.020,352.18 471.57
3633,Feuil1,弗,fu2,biut,bjut,0500a,20990.090,475.13,6,弗,fu2,biut,bjut,0500a,20990.090,475.13
3634,Feuil1,弗,fu2,piut,pjut,0500a,20990.090,475.13,6,弗,fu2,piut,pjut,0500a,20990.090,475.13
3635,Feuil1,笰,fu2,piut,pjut,0500d,52960.010,475.30,6,笰,fu2,piut,pjut,0500d,52960.010,475.30
3636,Feuil1,紼,fu2,piut,pjut,0500e,53386.090,475.17,6,紼,fu2,piut,pjut,0500e,53386.090,475.17
3637,Feuil1,刜,fu2,phiut,phjut,0500f,10331.080,476.30 476.51,13,刜,fu2,phiut,phjut,0500f,10331.080,476.30 476.51
3638,Feuil1,拂,fu2,phiut,phjut,0500h,31859.040,476.45,6,拂,fu2,phiut,phjut,0500h,31859.040,476.45
3639,Feuil1,彿,fu2,phiut,phjut,0500i,20817.080,476.55,6,彿,fu2,phiut,phjut,0500i,20817.080,476.55
3640,Feuil1,髴,fu2,phiut,phjut,0500j,74522.170,359.34 475.26 476.54,20,髴,fu2,phiut,phjut,0500j,74522.170,359.34 475.26 476.54
3641,Feuil1,茀,fu2,phiut,phjut,0500k,53197.110,359.25 476.48,13,茀,fu2,phiut,phjut,0500k,53197.110,359.25 476.48
3642,Feuil1,茀,fu2,piut,pjut,0500k,53197.110,359.25 476.48,13,茀,fu2,piut,pjut,0500k,53197.110,359.25 476.48
3643,Feuil1,佛,fi2,biut,bjut,0500l,10140.030,476.24,6,佛,fi2,biut,bjut,0500l,10140.030,476.24
3644,Feuil1,咈,fu2,biut,bjut,0500m,10609.070,476.28,6,咈,fu2,biut,bjut,0500m,10609.070,476.28
3645,Feuil1,𡶒,fu2,biut,bjut,0500n,10768.210,476.27,6,𡶒,fu2,biut,bjut,0500n,10768.210,476.27
3646,Feuil1,怫,fu2,biɨyH,bj+jH,0500o,42288.030,360.21 476.25,13,怫,fu2,biɨyH,bj+jH,0500o,42288.030,360.21 476.25
3647,Feuil1,怫,fu2,biut,bjut,0500o,42288.030,360.21 476.25,13,怫,fu2,biut,bjut,0500o,42288.030,360.21 476.25
3648,Feuil1,艴,bo2,bwət,bwot,0500p,53072.050,476.50 480.34,13,艴,bo2,bwət,bwot,0500p,53072.050,476.50 480.34
3649,Feuil1,艴,fu2,phiut,phjut,0500p,53072.050,476.50 480.34,13,艴,fu2,phiut,phjut,0500p,53072.050,476.50 480.34
3650,Feuil1,沸,fei4,piɨyH,pj+jH,0500q,31597.010,359.22,6,沸,fei4,piɨyH,pj+jH,0500q,31597.010,359.22
3651,Feuil1,沸,fu2,piut,pjut,0500q,31597.010,359.22,6,沸,fu2,piut,pjut,0500q,31597.010,359.22
3652,Feuil1,昲,fei4,phiɨyH,phj+jH,0500r,21504.050,359.37,6,昲,fei4,phiɨyH,phj+jH,0500r,21504.050,359.37
3653,Feuil1,費,fei4,phiɨyH,phj+jH,0500s,63635.070,351.26 359.33 360.35,20,費,fei4,phiɨyH,phj+jH,0500s,63635.070,351.26 359.33 360.35
3654,Feuil1,巿,fu2,piut,pjut,0501a,10728.020,475.19,6,巿,fu2,piut,pjut,0501a,10728.020,475.19
3655,Feuil1,芾,fei4,payH,pajH,0501c,53178.060,359.24 381.11 475.18,20,芾,fei4,payH,pajH,0501c,53178.060,359.24 381.11 475.18
3656,Feuil1,芾,fei4,piɨyH,pj+jH,0501c,53178.060,359.24 381.11 475.18,20,芾,fei4,piɨyH,pj+jH,0501c,53178.060,359.24 381.11 475.18
3657,Feuil1,旆,pei4,bayH,bajH,0501d,32177.030,382.42,6,旆,pei4,bayH,bajH,0501d,32177.030,382.42
3658,Feuil1,㤄,pei4,phayH,phajH,0501e,42275.130,381.25 391.25 479.40 485.42,27,㤄,pei4,phayH,phajH,0501e,42275.130,381.25 391.25 479.40 485.42
3659,Feuil1,沛,pei4,payH,pajH,0501f,31559.030,381.08 381.23,13,沛,pei4,payH,pajH,0501f,31559.030,381.08 381.23
3660,Feuil1,沛,pei4,phayH,phajH,0501f,31559.030,381.08 381.23,13,沛,pei4,phayH,phajH,0501f,31559.030,381.08 381.23
3661,Feuil1,肺,fei4,bayH,bajH,0501g,32047.020,391.23,6,肺,fei4,bayH,bajH,0501g,32047.020,391.23
3662,Feuil1,肺,pei4,phayH,phajH,0501g,32047.020,391.23,6,肺,pei4,phayH,phajH,0501g,32047.020,391.23
3663,Feuil1,肺,fei4,phiəyH,phjojH,0501g,32047.020,391.23,6,肺,fei4,phiəyH,phjojH,0501g,32047.020,391.23
3664,Feuil1,聿,yu4,yiwit,ywit,0502a,53166.010,473.33,6,聿,yu4,yiwit,ywit,0502a,53166.010,473.33
3665,Feuil1,律,lü4,lwit,lwit,0502c,20821.010,474.19,6,律,lü4,lwit,lwit,0502c,20821.010,474.19
3666,Feuil1,筆,bi3,pit,pit,0502d,52970.090,472.41,6,筆,bi3,pit,pit,0502d,52970.090,472.41
3667,Feuil1,勿,wu4,miut,mjut,0503a,10255.020,475.05,6,勿,wu4,miut,mjut,0503a,10255.020,475.05
3668,Feuil1,物,wu4,miut,mjut,0503h,31805.030,475.04,6,物,wu4,miut,mjut,0503h,31805.030,475.04
3669,Feuil1,芴,wu4,miut,mjut,0503j,53183.080,475.07,6,芴,wu4,miut,mjut,0503j,53183.080,475.07
3670,Feuil1,芴,hu1,hwət,xwot,0503j,53183.080,475.07,6,芴,hu1,hwət,xwot,0503j,53183.080,475.07
3671,Feuil1,歾,mo4,mwət,mwot,0503k,21382.150,,0,歾,mo4,mwət,mwot,0503k,21382.150,
3672,Feuil1,忽,hu1,hwət,xwot,0503l,42274.090,481.17,6,忽,hu1,hwət,xwot,0503l,42274.090,481.17
3673,Feuil1,笏,hu1,hwət,xwot,0503m,52951.100,481.22,6,笏,hu1,hwət,xwot,0503m,52951.100,481.22
3674,Feuil1,刎,wen3,miunX,mjunX,0503n,10327.100,278.33,6,刎,wen3,miunX,mjunX,0503n,10327.100,278.33
3675,Feuil1,吻,wen3,miunX,mjunX,0503o,10593.010,278.31,6,吻,wen3,miunX,mjunX,0503o,10593.010,278.31
3676,Feuil1,惚,hu1,hwət,xwot,0503p,42317.130,481.31,6,惚,hu1,hwət,xwot,0503p,42317.130,481.31
3677,Feuil1,脗,min3,minX,minX,0503q,32079.080,,0,脗,min3,minX,minX,0503q,32079.080,
3678,Feuil1,脗,wen3,miunX,mjunX,0503q,32079.080,,0,脗,wen3,miunX,mjunX,0503q,32079.080,
3679,Feuil1,戛,jia2,keat,keat,0504a,21406.070,489.08,6,戛,jia2,keat,keat,0504a,21406.070,489.08
3680,Feuil1,乙,yi3,qit,'it,0505a,10047.040,472.31,6,乙,yi3,qit,'it,0505a,10047.040,472.31
3681,Feuil1,蝨,shi1,ṣit,srit,0506a,42874.050,474.63,6,蝨,shi1,ṣit,srit,0506a,42874.050,474.63
3682,Feuil1,矞,yu4,yiwit,ywit,0507a,42766.080,473.42,6,矞,yu4,yiwit,ywit,0507a,42766.080,473.42
3683,Feuil1,遹,yu4,yiwit,ywit,0507b,63887.030,473.36,6,遹,yu4,yiwit,ywit,0507b,63887.030,473.36
3684,Feuil1,驈,yu4,yiwit,ywit,0507e,74579.050,473.19 473.38,13,驈,yu4,yiwit,ywit,0507e,74579.050,473.19 473.38
3685,Feuil1,鷸,yu4,yiwit,ywit,0507f,74663.050,473.37,6,鷸,yu4,yiwit,ywit,0507f,74663.050,473.37
3686,Feuil1,橘,ju2,kiwit,kjwit,0507g,21297.080,473.21,6,橘,ju2,kiwit,kjwit,0507g,21297.080,473.21
3687,Feuil1,繘,ju2,kiwit,kjwit,0507h,53456.010,473.23 473.39,13,繘,ju2,kiwit,kjwit,0507h,53456.010,473.23 473.39
3688,Feuil1,繘,yu4,yiwit,ywit,0507h,53456.010,473.23 473.39,13,繘,yu4,yiwit,ywit,0507h,53456.010,473.23 473.39
3689,Feuil1,僪,jue2,giwit,gjwit,0507i,10223.030,,0,僪,jue2,giwit,gjwit,0507i,10223.030,
3690,Feuil1,獝,yu4,giwit,gjwit,0507j,21369.130,473.09,6,獝,yu4,giwit,gjwit,0507j,21369.130,473.09
3691,Feuil1,劀,gua1,kweat,kweat,0507k,10357.010,489.05 490.38,13,劀,gua1,kweat,kweat,0507k,10357.010,489.05 490.38
3692,Feuil1,譎,jue2,kwet,kwet,0507l,64022.020,492.33,6,譎,jue2,kwet,kwet,0507l,64022.020,492.33
3693,Feuil1,憰,jue2,kwet,kwet,0507m,42357.110,492.52,6,憰,jue2,kwet,kwet,0507m,42357.110,492.52
3694,Feuil1,鐍,jue2,kwet,kwet,0507n,64260.070,492.37,6,鐍,jue2,kwet,kwet,0507n,64260.070,492.37
3695,Feuil1,潏,jue2,kwet,kwet,0507o,31751.010,473.17 473.41 492.31,20,潏,jue2,kwet,kwet,0507o,31751.010,473.17 473.41 492.31
3696,Feuil1,瞲,xue4,xwet,xwet,0507p,42516.010,492.21,6,瞲,xue4,xwet,xwet,0507p,42516.010,492.21
3697,Feuil1,瞲,xue4,hwiyH,xwijH,0507p,42516.010,492.21,6,瞲,xue4,hwiyH,xwijH,0507p,42516.010,492.21
3698,Feuil1,愛,ai4,qəyH,'ojH,0508a,42323.010,390.35,6,愛,ai4,qəyH,'ojH,0508a,42323.010,390.35
3699,Feuil1,曖,ai4,qəyH,'ojH,0508b,21538.170,390.38,6,曖,ai4,qəyH,'ojH,0508b,21538.170,390.38
3700,Feuil1,薆,ai4,qəyH,'ojH,0508c,53304.040,390.42,6,薆,ai4,qəyH,'ojH,0508c,53304.040,390.42
3701,Feuil1,僾,ai4,qiɨyX,'j+jX,0508d,10226.080,254.45 390.39,13,僾,ai4,qiɨyX,'j+jX,0508d,10226.080,254.45 390.39
3702,Feuil1,僾,ai4,qəyH,'ojH,0508d,10226.080,254.45 390.39,13,僾,ai4,qəyH,'ojH,0508d,10226.080,254.45 390.39
3703,Feuil1,隶,dai4,dəyH,dojH,0509a,74323.010,355.40,6,隶,dai4,dəyH,dojH,0509a,74323.010,355.40
3704,Feuil1,隶,yi4,yiyH,yijH,0509a,74323.010,355.40,6,隶,yi4,yiyH,yijH,0509a,74323.010,355.40
3705,Feuil1,逮,di4,deyH,dejH,0509c,63854.010,372.16 389.39,13,逮,di4,deyH,dejH,0509c,63854.010,372.16 389.39
3706,Feuil1,逮,dai4,dəyH,dojH,0509c,63854.010,372.16 389.39,13,逮,dai4,dəyH,dojH,0509c,63854.010,372.16 389.39
3707,Feuil1,曃,tai4,thəyH,thojH,0509e,21534.190,390.15,6,曃,tai4,thəyH,thojH,0509e,21534.190,390.15
3708,Feuil1,棣,di4,deyH,dejH,0509f,21240.030,372.01,6,棣,di4,deyH,dejH,0509f,21240.030,372.01
3709,Feuil1,肄,yi4,yiyH,yijH,0509g,53168.010,355.35,6,肄,yi4,yiyH,yijH,0509g,53168.010,355.35
3710,Feuil1,肆,si4,siyH,sijH,0509h,53167.040,354.29,6,肆,si4,siyH,sijH,0509h,53167.040,354.29
3711,Feuil1,㣈,si4,siyH,sijH,0509m,20962.140,354.35,6,㣈,si4,siyH,sijH,0509m,20962.140,354.35
3712,Feuil1,蕼,si4,siyH,sijH,0509n,53299.070,354.38,6,蕼,si4,siyH,sijH,0509n,53299.070,354.38
3713,Feuil1,肂,si4,siyH,sijH,0509o,53166.050,354.39,6,肂,si4,siyH,sijH,0509o,53166.050,354.39
3714,Feuil1,肂,si4,yiyH,yijH,0509o,53166.050,354.39,6,肂,si4,yiyH,yijH,0509o,53166.050,354.39
3715,Feuil1,殔,si4,siyH,sijH,0509p,21390.160,355.36,6,殔,si4,siyH,sijH,0509p,21390.160,355.36
3716,Feuil1,殔,yi4,yiyH,yijH,0509p,21390.160,355.36,6,殔,yi4,yiyH,yijH,0509p,21390.160,355.36
3717,Feuil1,凷,kuai4,khwəyH,khwojH,0510a,10307.050,389.08,6,凷,kuai4,khwəyH,khwojH,0510a,10307.050,389.08
3718,Feuil1,屆,jie4,keayH,keajH,0510b,20968.010,,0,屆,jie4,keayH,keajH,0510b,20968.010,
3719,Feuil1,對,dui4,twəyH,twojH,0511a,10511.090,388.19,6,對,dui4,twəyH,twojH,0511a,10511.090,388.19
3720,Feuil1,轛,dui4,ṭwiyH,trwijH,0511h,53560.040,356.14 388.23,13,轛,dui4,ṭwiyH,trwijH,0511h,53560.040,356.14 388.23
3721,Feuil1,轛,dui4,twəyH,twojH,0511h,53560.040,356.14 388.23,13,轛,dui4,twəyH,twojH,0511h,53560.040,356.14 388.23
3722,Feuil1,懟,dui4,ḍwiyH,drwijH,0511i,42363.100,356.03,6,懟,dui4,ḍwiyH,drwijH,0511i,42363.100,356.03
3723,Feuil1,退,tui4,thwəyH,thwojH,0512a,63834.040,388.40,6,退,tui4,thwəyH,thwojH,0512a,63834.040,388.40
3724,Feuil1,罪,zui4,dzwəyX,dzwojX,0513a,42920.070,272.28,6,罪,zui4,dzwəyX,dzwojX,0513a,42920.070,272.28
3725,Feuil1,辠,zui4,dzwəyX,dzwojX,0513b,64037.040,272.27,6,辠,zui4,dzwəyX,dzwojX,0513b,64037.040,272.27
3726,Feuil1,配,pei4,phwəyH,phwojH,0514a,63574.030,388.04,6,配,pei4,phwəyH,phwojH,0514a,63574.030,388.04
3727,Feuil1,旡,ji4,kiɨyH,kj+jH,0515a,21147.130,361.06,6,旡,ji4,kiɨyH,kj+jH,0515a,21147.130,361.06
3728,Feuil1,既,ji4,kiɨyH,kj+jH,0515c,21148.010,,0,既,ji4,kiɨyH,kj+jH,0515c,21148.010,
3729,Feuil1,蔇,ji4,giyH,gijH,0515g,53280.170,361.07,6,蔇,ji4,giyH,gijH,0515g,53280.170,361.07
3730,Feuil1,蔇,ji4,kiɨyH,kj+jH,0515g,53280.170,361.07,6,蔇,ji4,kiɨyH,kj+jH,0515g,53280.170,361.07
3731,Feuil1,塈,ji4,giyH,gijH,0515h,10468.040,353.54 361.22,13,塈,ji4,giyH,gijH,0515h,10468.040,353.54 361.22
3732,Feuil1,塈,xi4,xiyH,xijH,0515h,10468.040,353.54 361.22,13,塈,xi4,xiyH,xijH,0515h,10468.040,353.54 361.22
3733,Feuil1,塈,xi4,xiɨyH,xj+jH,0515h,10468.040,353.54 361.22,13,塈,xi4,xiɨyH,xj+jH,0515h,10468.040,353.54 361.22
3734,Feuil1,摡,gai4,kəyH,kojH,0515i,31947.110,361.32 390.18,13,摡,gai4,kəyH,kojH,0515i,31947.110,361.32 390.18
3735,Feuil1,摡,xi4,xiɨyH,xj+jH,0515i,31947.110,361.32 390.18,13,摡,xi4,xiɨyH,xj+jH,0515i,31947.110,361.32 390.18
3736,Feuil1,㮣,gai4,kəyH,kojH,0515j,21257.010,390.17,6,㮣,gai4,kəyH,kojH,0515j,21257.010,390.17
3737,Feuil1,概,gai4,kəyH,kojH,0515k,21256.080,,0,概,gai4,kəyH,kojH,0515k,21256.080,
3738,Feuil1,溉,gai4,kəyH,kojH,0515l,31689.050,361.04 390.16,13,溉,gai4,kəyH,kojH,0515l,31689.050,361.04 390.16
3739,Feuil1,嘅,kai3,khəyH,khojH,0515m,10662.090,390.27,6,嘅,kai3,khəyH,khojH,0515m,10662.090,390.27
3740,Feuil1,慨,kai4,khəyH,khojH,0515n,42331.120,390.22,6,慨,kai4,khəyH,khojH,0515n,42331.120,390.22
3741,Feuil1,暨,ji4,giyH,gijH,0515o,21531.070,353.50 361.02 473.07 477.13,27,暨,ji4,giyH,gijH,0515o,21531.070,353.50 361.02 473.07 477.13
3742,Feuil1,豙,yi4,ṅiɨyH,ngj+jH,0516a,63612.040,358.35 361.10,13,豙,yi4,ṅiɨyH,ngj+jH,0516a,63612.040,358.35 361.10
3743,Feuil1,毅,yi4,ṅiɨyH,ngj+jH,0516c,32165.050,361.08,6,毅,yi4,ṅiɨyH,ngj+jH,0516c,32165.050,361.08
3744,Feuil1,藙,yi4,ṅiɨyH,ngj+jH,0516d,53322.020,361.12,6,藙,yi4,ṅiɨyH,ngj+jH,0516d,53322.020,361.12
3745,Feuil1,气,qi4,khiɨyH,khj+jH,0517a,32010.010,361.17,6,气,qi4,khiɨyH,khj+jH,0517a,32010.010,361.17
3746,Feuil1,氣,qi4,khiɨyH,khj+jH,0517c,32011.140,361.15 361.24,13,氣,qi4,khiɨyH,khj+jH,0517c,32011.140,361.15 361.24
3747,Feuil1,氣,xi4,xiɨyH,xj+jH,0517c,32011.140,361.15 361.24,13,氣,xi4,xiɨyH,xj+jH,0517c,32011.140,361.15 361.24
3748,Feuil1,愾,kai4,xiɨyH,xj+jH,0517d,42337.050,361.23 390.23,13,愾,kai4,xiɨyH,xj+jH,0517d,42337.050,361.23 390.23
3749,Feuil1,餼,xi4,xiɨyH,xj+jH,0517e,74467.180,361.25,6,餼,xi4,xiɨyH,xj+jH,0517e,74467.180,361.25
3750,Feuil1,乞,qi3,khiɨt,khj+t,0517f,10050.070,477.22,6,乞,qi3,khiɨt,khj+t,0517f,10050.070,477.22
3751,Feuil1,吃,chi1,kiɨt,kj+t,0517g,10579.050,477.11,6,吃,chi1,kiɨt,kj+t,0517g,10579.050,477.11
3752,Feuil1,訖,qi4,kiɨt,kj+t,0517h,63941.090,477.10,6,訖,qi4,kiɨt,kj+t,0517h,63941.090,477.10
3753,Feuil1,訖,qi4,xiɨyH,xj+jH,0517h,63941.090,477.10,6,訖,qi4,xiɨyH,xj+jH,0517h,63941.090,477.10
3754,Feuil1,扢,qi4,xiɨt,xj+t,0517i,31831.030,477.12 480.14 482.44,20,扢,qi4,xiɨt,xj+t,0517i,31831.030,477.12 480.14 482.44
3755,Feuil1,汔,qi4,xiɨt,xj+t,0517j,31552.050,477.09,6,汔,qi4,xiɨt,xj+t,0517j,31552.050,477.09
3756,Feuil1,迄,qi4,xiɨt,xj+t,0517k,63816.120,477.01,6,迄,qi4,xiɨt,xj+t,0517k,63816.120,477.01
3757,Feuil1,仡,yi4,ṅiɨt,ngj+t,0517m,10114.050,477.02 477.19,13,仡,yi4,ṅiɨt,ngj+t,0517m,10114.050,477.02 477.19
3758,Feuil1,仡,yi4,xiɨt,xj+t,0517m,10114.050,477.02 477.19,13,仡,yi4,xiɨt,xj+t,0517m,10114.050,477.02 477.19
3759,Feuil1,圪,yi4,ṅiɨt,ngj+t,0517n,10419.090,472.38 477.17,13,圪,yi4,ṅiɨt,ngj+t,0517n,10419.090,472.38 477.17
3760,Feuil1,圪,ge1,xiɨt,xj+t,0517n,10419.090,472.38 477.17,13,圪,ge1,xiɨt,xj+t,0517n,10419.090,472.38 477.17
3761,Feuil1,齕,he2,het,het,0517o,74789.090,482.40 494.08,13,齕,he2,het,het,0517o,74789.090,482.40 494.08
3762,Feuil1,齕,he2,hot,hot,0517o,74789.090,482.40 494.08,13,齕,he2,hət,hot,0517o,74789.090,482.40 494.08
3763,Feuil1,刉,ji1,kiɨyH,kj+jH,0517p,10324.050,,0,刉,ji1,kiɨyH,kj+jH,0517p,10324.050,
3764,Feuil1,四,si4,siyH,sijH,0518a,10710.160,354.26,6,四,si4,siyH,sijH,0518a,10710.160,354.26
3765,Feuil1,駟,si4,siyH,sijH,0518e,74547.110,354.36,6,駟,si4,siyH,sijH,0518e,74547.110,354.36
3766,Feuil1,柶,si4,siyH,sijH,0518f,21184.040,354.31,6,柶,si4,siyH,sijH,0518f,21184.040,354.31
3767,Feuil1,泗,si4,siyH,sijH,0518g,31587.030,354.32,6,泗,si4,siyH,sijH,0518g,31587.030,354.32
3768,Feuil1,利,li4,liyH,lijH,0519a,10329.020,352.37,6,利,li4,liyH,lijH,0519a,10329.020,352.37
3769,Feuil1,𥝢,li4,liyH,lijH,0519b,42591.100,,0,𥝢,li4,liyH,lijH,0519b,42591.100,
3770,Feuil1,犁,li2,ley,lej,0519g,31811.010,,0,犁,li2,ley,lej,0519g,31811.010,
3771,Feuil1,犁,li2,liy,lij,0519g,31811.010,,0,犁,li2,liy,lij,0519g,31811.010,
3772,Feuil1,梨,li2,liy,lij,0519h,21215.100,055.01,6,梨,li2,liy,lij,0519h,21215.100,055.01
3773,Feuil1,棃,li2,liy,lij,0519i,21233.040,054.36,6,棃,li2,liy,lij,0519i,21233.040,054.36
3774,Feuil1,黧,li2,ley,lej,0519j,74751.040,087.07,6,黧,li2,ley,lej,0519j,74751.040,087.07
3775,Feuil1,黎,li2,ley,lej,0519k,74759.030,087.03,6,黎,li2,ley,lej,0519k,74759.030,087.03
3776,Feuil1,蔾,li2,liy,lij,0519l,53291.120,055.05 087.15,13,蔾,li2,liy,lij,0519l,53291.120,055.05 087.15
3777,Feuil1,藜,li2,ley,lej,0519m,53320.040,087.08,6,藜,li2,ley,lej,0519m,53320.040,087.08
3778,Feuil1,涖,li4,liyH,lijH,0520a,31628.050,352.41 374.43,13,涖,li4,liyH,lijH,0520a,31628.050,352.41 374.43
3779,Feuil1,莅,li4,liyH,lijH,0520b,53221.040,352.40,6,莅,li4,liyH,lijH,0520b,53221.040,352.40
3780,Feuil1,蒞,li4,liyH,lijH,0520c,53270.070,,0,蒞,li4,liyH,lijH,0520c,53270.070,
3781,Feuil1,畀,bi4,pyiyH,pjijH,0521a,42530.060,355.16,6,畀,bi4,pyiyH,pjijH,0521a,42530.060,355.16
3782,Feuil1,鼻,bi2,byiyH,bjijH,0521c,74779.010,355.02,6,鼻,bi2,byiyH,bjijH,0521c,74779.010,355.02
3783,Feuil1,淠,pi4,pheyH,phejH,0521d,31649.050,351.49,6,淠,pi4,pheyH,phejH,0521d,31649.050,351.49
3784,Feuil1,淠,pi4,phyieyH,phjiejH,0521d,31649.050,351.49,6,淠,pi4,phyieyH,phjiejH,0521d,31649.050,351.49
3785,Feuil1,鬽,mei4,miyH,mijH,0522a,74428.020,350.15,6,鬽,mei4,miyH,mijH,0522a,74428.020,350.15
3786,Feuil1,胃,wei4,hiwɨyH,hjwɨjH,0523a,32059.080,359.03,6,胃,wei4,hiwɨyH,hjwɨjH,0523a,32059.080,359.03
3787,Feuil1,媦,wei4,hiwɨyH,hjwɨjH,0523c,21065.070,359.06,6,媦,wei4,hiwɨyH,hjwɨjH,0523c,21065.070,359.06
3788,Feuil1,謂,wei4,hiwɨyH,hjwɨjH,0523d,63997.060,359.04,6,謂,wei4,hiwɨyH,hjwɨjH,0523d,63997.060,359.04
3789,Feuil1,蝟,wei4,hiwɨyH,hjwɨjH,0523f,42870.060,359.10,6,蝟,wei4,hiwɨyH,hjwɨjH,0523f,42870.060,359.10
3790,Feuil1,喟,kui4,khweayH,khweajH,0523g,10654.030,352.20 385.46,13,喟,kui4,khweayH,khweajH,0523g,10654.030,352.20 385.46
3791,Feuil1,喟,kui4,khwiyH,khwijH,0523g,10654.030,352.20 385.46,13,喟,kui4,khwiyH,khwijH,0523g,10654.030,352.20 385.46
3792,Feuil1,彙,hui4,hiwɨyH,hjwɨjH,0524a,20962.040,359.09,6,彙,hui4,hiwɨyH,hjwɨjH,0524a,20962.040,359.09
3793,Feuil1,㷉,wei4,qiwɨyH,'jwɨjH,0525a,10511.010,360.01,6,㷉,wei4,qiwɨyH,'jwɨjH,0525a,10511.010,360.01
3794,Feuil1,尉,wei4,qiwɨyH,'jwɨjH,0525b,10508.050,359.42 475.41,13,尉,wei4,qiwɨyH,'jwɨjH,0525b,10508.050,359.42 475.41
3795,Feuil1,熨,yu4,qiut,'jut,0525c,32229.180,360.02 475.42,13,熨,yu4,qiut,'jut,0525c,32229.180,360.02 475.42
3796,Feuil1,熨,wei4,qiwɨyH,'jwɨjH,0525c,32229.180,360.02 475.42,13,熨,wei4,qiwɨyH,'jwɨjH,0525c,32229.180,360.02 475.42
3797,Feuil1,慰,wei4,qiwɨyH,'jwɨjH,0525d,42343.150,360.03,6,慰,wei4,qiwɨyH,'jwɨjH,0525d,42343.150,360.03
3798,Feuil1,罻,wei4,qiwɨyH,'jwɨjH,0525e,42926.010,360.05,6,罻,wei4,qiwɨyH,'jwɨjH,0525e,42926.010,360.05
3799,Feuil1,蔚,yu4,qiut,'jut,0525f,53285.120,360.07 475.43,13,蔚,yu4,qiut,'jut,0525f,53285.120,360.07 475.43
3800,Feuil1,蔚,wei,qiwɨy,'jwɨj,0525f,53285.120,360.07 475.43,13,蔚,wei,qiwɨy,'jwɨj,0525f,53285.120,360.07 475.43
3801,Feuil1,蔚,wei4,qiwɨyH,'jwɨjH,0525f,53285.120,360.07 475.43,13,蔚,wei4,qiwɨyH,'jwɨjH,0525f,53285.120,360.07 475.43
3802,Feuil1,褽,wei4,qiwɨyH,'jwɨjH,0525g,53110.050,360.10,6,褽,wei4,qiwɨyH,'jwɨjH,0525g,53110.050,360.10
3803,Feuil1,㒸,sui4,zwiyH,zwijH,0526a,10248.050,350.41,6,㒸,sui4,zwiyH,zwijH,0526a,10248.050,350.41
3804,Feuil1,遂,sui4,zwiyH,zwijH,0526d,63862.030,350.22,6,遂,sui4,zwiyH,zwijH,0526d,63862.030,350.22
3805,Feuil1,隊,zhui4,ḍwiyH,drwijH,0526f,64148.090,387.24,6,隊,zhui4,ḍwiyH,drwijH,0526f,64148.090,387.24
3806,Feuil1,隊,dui4,dwəyH,dwojH,0526f,64148.090,387.24,6,隊,dui4,dwəyH,dwojH,0526f,64148.090,387.24
3807,Feuil1,墜,zhui4,ḍwiyH,drwijH,0526g,10484.060,356.02,6,墜,zhui4,ḍwiyH,drwijH,0526g,10484.060,356.02
3808,Feuil1,檖,sui4,zwiyH,zwijH,0526h,21304.010,350.28,6,檖,sui4,zwiyH,zwijH,0526h,21304.010,350.28
3809,Feuil1,燧,sui4,zwiyH,zwijH,0526i,32236.110,350.32,6,燧,sui4,zwiyH,zwijH,0526i,32236.110,350.32
3810,Feuil1,璲,sui4,zwiyH,zwijH,0526j,21138.070,350.27,6,璲,sui4,zwiyH,zwijH,0526j,21138.070,350.27
3811,Feuil1,穟,sui4,zwiyH,zwijH,0526k,42633.060,350.37,6,穟,sui4,zwiyH,zwijH,0526k,42633.060,350.37
3812,Feuil1,襚,sui4,zwiyH,zwijH,0526l,53115.140,350.25,6,襚,sui4,zwiyH,zwijH,0526l,53115.140,350.25
3813,Feuil1,隧,sui4,zwiyH,zwijH,0526m,64159.010,350.24,6,隧,sui4,zwiyH,zwijH,0526m,64159.010,350.24
3814,Feuil1,旞,sui4,zwiyH,zwijH,0526n,32185.040,350.26,6,旞,sui4,zwiyH,zwijH,0526n,32185.040,350.26
