gsc_id,rhyme_section,series_number,schuessler_k_tokens,schuessler_source_page,schuessler_cross_reference_only,in_tex,tex_character_count,tex_characters_sample,mand2mc_row_count,mand2mc_character_count,mand2mc_characters_sample,bs_gsr_row_count,bs_gsr_character_count,bs_gsr_characters_sample,combined_source_character_count,combined_source_characters_sample
21-28,21,28,337,261,no,no,0,,8,7,祭; 穄; 際; 傺; 瘵; 蔡; 察,5,5,祭; 穄; 際; 蔡; 察,7,祭; 穄; 際; 傺; 瘵; 蔡; 察
21-29,21,29,319,261,no,no,0,,7,5,杀; 殺; 閷; 樧; 摋,3,2,殺; 摋,5,杀; 殺; 閷; 樧; 摋
21-30,21,30,275,262,no,no,0,,8,6,癶; 癹; 發; 撥; 襏; 廢,3,3,發; 撥; 廢,6,癶; 癹; 發; 撥; 襏; 廢
21-31,21,31,276,262,no,no,0,,19,15,犮; 跋; 魃; 坺; 軷; 胈; 茇; 拔; 髮; 瞂,6,4,茇; 拔; 紱; 祓,15,犮; 跋; 魃; 坺; 軷; 胈; 茇; 拔; 髮; 瞂
21-33,21,33,307,263,no,no,0,,2,2,伐; 茷,2,2,伐; 茷,2,伐; 茷
21-34,21,34,308,263,no,no,0,,1,1,罰,1,1,罰,1,罰
21-35,21,35,320,263,no,no,0,,4,3,貝; 敗; 𣀕,2,1,敗,3,貝; 敗; 𣀕
21-36,21,36,348,263,no,no,0,,1,1,吠,1,1,吠,1,吠
21-37,21,37,277,263,no,no,0,,4,3,末; 沫; 秣,1,1,末,3,末; 沫; 秣
21-38,21,38,293,263,no,no,0,,0,0,,0,0,,0,
22-01,22,1,302,264,no,no,0,,13,12,氒; 舌; 括; 栝; 聒; 髺; 佸; 活; 刮; 話,4,3,刮; 話; 闊,12,氒; 舌; 括; 栝; 聒; 髺; 佸; 活; 刮; 話
22-02,22,2,301,265,no,no,0,,15,11,欮; 厥; 蕨; 蟩; 蹷; 蹶; 闕; 撅; 橛; 橜,3,3,厥; 蕨; 闕,11,欮; 厥; 蕨; 蟩; 蹷; 蹶; 闕; 撅; 橛; 橜
22-03,22,3,321,265,no,no,0,,18,12,會; 廥; 旝; 澮; 膾; 襘; 檜; 禬; 繪; 噲,3,2,會; 澮,12,會; 廥; 旝; 澮; 膾; 襘; 檜; 禬; 繪; 噲
22-04,22,4,304,265,no,no,0,,6,4,曰; 𢪏; 汩; 汨,2,2,曰; 汩,4,曰; 𢪏; 汩; 汨
22-05,22,5,303; 346,266,no,no,0,,15,11,戉; 鉞; 越; 狘; 歲; 顪; 翽; 濊; 穢; 噦,8,8,戉; 鉞; 越; 歲; 顪; 翽; 濊; 穢,11,戉; 鉞; 越; 狘; 歲; 顪; 翽; 濊; 穢; 噦
22-06,22,6,305,266,no,no,0,,1,1,粵,1,1,粵,1,粵
22-07,22,7,273,266,no,no,0,,2,2,𥄗; 𢯲,0,0,,2,𥄗; 𢯲
22-08,22,8,306; 322,266,no,no,0,,6,5,月; 抈; 刖; 跀; 外,3,3,月; 刖; 外,5,月; 抈; 刖; 跀; 外
22-09,22,9,274,266,no,no,0,,2,1,奪,1,1,奪,1,奪
22-10,22,10,295,266,no,no,0,,18,11,叕; 綴; 啜; 惙; 輟; 畷; 剟; 掇; 歠; 錣,4,3,叕; 啜; 掇,11,叕; 綴; 啜; 惙; 輟; 畷; 剟; 掇; 歠; 錣
22-11,22,11,343,267,no,no,0,,1,1,贅,0,0,,1,贅
22-12,22,12,344,267,no,no,0,,1,1,叡,0,0,,1,叡
22-13,22,13,324,267,no,no,0,,24,14,兌; 駾; 蛻; 銳; 帨; 涗; 稅; 敓; 挩; 脫,18,10,兌; 蛻; 銳; 帨; 稅; 挩; 脫; 悅; 閱; 說,14,兌; 駾; 蛻; 銳; 帨; 涗; 稅; 敓; 挩; 脫
22-14,22,14,299,268,no,no,0,,4,4,寽; 鋝; 埒; 捋,1,1,捋,4,寽; 鋝; 埒; 捋
22-16,22,16,296,268,no,no,0,,5,4,絕; 蕝; 脃; 脆,1,1,絕,4,絕; 蕝; 脃; 脆
22-17,22,17,345,268,no,no,0,,6,3,毳; 竁; 膬,2,1,毳,3,毳; 竁; 膬
22-18,22,18,297,268,no,no,0,,1,1,雪,1,1,雪,1,雪
22-19,22,19,298,268,no,no,0,,2,1,刷,2,1,刷,1,刷
23-01,23,1,240,269,no,no,0,,7,4,肩; 𧱚; 猏; 顅,1,1,肩,4,肩; 𧱚; 猏; 顅
23-02,23,2,241,269,no,no,0,,9,5,見; 現; 俔; 睍; 莧,6,4,硯; 見; 現; 俔,6,見; 現; 俔; 睍; 莧; 硯
23-03,23,3,239,269,no,no,0,,10,8,幵; 豣; 趼; 汧; 蚈; 硏; 研; 枅,7,6,妍; 幵; 豣; 硏; 研; 枅,9,幵; 豣; 趼; 汧; 蚈; 硏; 研; 枅; 妍
23-04,23,4,196,270,no,no,0,,4,3,遣; 繾; 譴,2,1,遣,3,遣; 繾; 譴
23-05,23,5,191,270,no,no,0,,9,8,閒; 間; 簡; 蕑; 僩; 瞷; 澗; 撊,7,4,間; 簡; 蕑; 澗,8,閒; 間; 簡; 蕑; 僩; 瞷; 澗; 撊
23-06,23,6,192,270,no,no,0,,1,1,閑,4,1,閑,1,閑
23-07,23,7,185,270,no,no,0,,15,13,柬; 諫; 揀; 闌; 湅; 練; 鍊; 瀾; 爛; 爤,8,8,柬; 諫; 揀; 闌; 練; 爛; 爤; 蘭,13,柬; 諫; 揀; 闌; 湅; 練; 鍊; 瀾; 爛; 爤
23-08,23,8,1250f,271,no,no,0,,1,1,蠲,0,0,,1,蠲
23-09,23,9,248,271,no,no,0,,3,2,縣; 懸,3,2,縣; 懸,2,縣; 懸
23-10,23,10,227,271,no,no,0,,10,9,員; 圓; 塤; 殞; 縜; 隕; 磒; 霣; 㜏,5,4,員; 圓; 塤; 隕,9,員; 圓; 塤; 殞; 縜; 隕; 磒; 霣; 㜏
23-11,23,11,829; 256h,271,no,no,0,,5,3,瞏; 嬛; 睘,2,2,瞏; 睘,3,瞏; 嬛; 睘
23-12,23,12,167,272,no,no,0,,9,8,奐; 渙; 煥; 寏; 換; 敻; 讂; 瓊,1,1,渙,8,奐; 渙; 煥; 寏; 換; 敻; 讂; 瓊
23-13,23,13,1248c,272,no,no,0,,1,1,幻,0,0,,1,幻
23-14,23,14,236,272,no,no,0,,4,4,旋; 嫙; 璇; 琁,2,1,旋,4,旋; 嫙; 璇; 琁
23-15,23,15,243,272,no,no,0,,5,4,燕; 嚥; 㬫; 讌,2,1,燕,4,燕; 嚥; 㬫; 讌
23-16,23,16,242,272,no,no,0,,2,2,顯; 韅,1,1,顯,2,顯; 韅
23-17,23,17,228,272,no,no,0,,15,11,肙; 蜎; 悁; 㾓; 狷; 絹; 捐; 涓; 睊; 鞙,11,8,㘣; 肙; 蜎; 悁; 絹; 捐; 鞙; 駽,12,肙; 蜎; 悁; 㾓; 狷; 絹; 捐; 涓; 睊; 鞙
23-18,23,18,244,273,no,no,0,,1,1,靦,0,0,,1,靦
23-19,23,19,1250e,273,no,no,0,,2,1,晛,0,0,,1,晛
23-20,23,20,245,273,no,no,0,,9,8,前; 揃; 湔; 煎; 箭; 翦; 剪; 鬋,3,3,前; 箭; 翦,8,前; 揃; 湔; 煎; 箭; 翦; 剪; 鬋
23-21,23,21,209,273,no,no,0,,3,2,鮮; 癬,3,2,鮮; 癬,2,鮮; 癬
23-22,23,22,211,273,no,no,0,,1,1,鱻,0,0,,1,鱻
23-23,23,23,210,273,no,no,0,,1,1,尟,0,0,,1,尟
23-24,23,24,218,274,no,no,0,,1,1,片,1,1,片,1,片
23-25,23,25,221,274,no,no,0,,6,3,便; 楩; 鞭,3,2,便; 鞭,3,便; 楩; 鞭
23-26,23,26,224,274,no,no,0,,4,4,臱; 櫋; 邊; 籩,1,1,邊,4,臱; 櫋; 邊; 籩
23-27,23,27,246,274,no,no,0,,19,13,扁; 徧; 遍; 楄; 編; 惼; 褊; 偏; 猵; 篇,9,7,扁; 徧; 編; 偏; 篇; 翩; 諞,13,扁; 徧; 遍; 楄; 編; 惼; 褊; 偏; 猵; 篇
23-28,23,28,219,275,no,no,0,,6,5,辡; 辨; 辧; 辯; 辦,3,3,辨; 辯; 辦,5,辡; 辨; 辧; 辯; 辦
23-29,23,29,225,275,no,no,0,,2,2,綿; 緜,0,0,,2,綿; 緜
23-31,23,31,223,275,no,no,0,,4,4,面; 偭; 湎; 緬,2,2,面; 湎,4,面; 偭; 湎; 緬
23-32,23,32,247,275,no,no,0,,4,3,丏; 眄; 沔,2,2,眄; 沔,3,丏; 眄; 沔
24-01,24,1,139,276,no,no,0,,33,31,干; 馯; 奸; 犴; 姧; 豻; 忓; 岸; 旰; 罕,15,13,干; 奸; 豻; 岸; 罕; 軒; 秆; 竿; 肝; 飦,31,干; 馯; 奸; 犴; 姧; 豻; 忓; 岸; 旰; 罕
24-02,24,2,140,277,no,no,0,,14,11,倝; 乾; 幹; 榦; 翰; 𩏑; 韓; 鶾; 簳; 斡,6,4,乾; 翰; 韓; 簳,11,倝; 乾; 幹; 榦; 翰; 𩏑; 韓; 鶾; 簳; 斡
24-03,24,3,141,277,no,no,0,,4,2,侃; 諐,1,1,𩱡,3,侃; 諐; 𩱡
24-05,24,5,143,277,no,no,0,,9,7,寒; 搴; 謇; 蹇; 褰; 騫; 攓,2,2,寒; 褰,7,寒; 搴; 謇; 蹇; 褰; 騫; 攓
24-07,24,7,198,278,no,no,0,,1,1,虔,1,1,虔,1,虔
24-08,24,8,249,278,no,no,0,,12,8,建; 揵; 鞬; 騝; 腱; 健; 楗; 鍵,1,1,建,8,建; 揵; 鞬; 騝; 腱; 健; 楗; 鍵
24-09,24,9,184,278,no,no,0,,1,1,姦,1,1,姦,1,姦
24-10,24,10,144,278,no,no,0,,5,3,暵; 熯; 漢,3,2,暵; 漢,3,暵; 熯; 漢
24-11,24,11,146,278,no,no,0,,9,7,安; 按; 案; 晏; 鴳; 頞; 鷃,10,8,鞌; 鞍; 安; 按; 案; 晏; 鴳; 頞,9,安; 按; 案; 晏; 鴳; 頞; 鷃; 鞌; 鞍
24-12,24,12,253,279,no,no,0,,9,8,妟; 宴; 匽; 偃; 郾; 鰋; 蝘; 揠,3,3,宴; 偃; 揠,8,妟; 宴; 匽; 偃; 郾; 鰋; 蝘; 揠
24-13,24,13,254,279,no,no,0,,1,1,㫃,0,0,,1,㫃
24-14,24,14,200,279,no,no,0,,3,2,焉; 嘕,2,1,焉,2,焉; 嘕
24-15,24,15,145; 186,279,no,no,0,,3,3,厂; 鴈; 雁,4,3,厂; 鴈; 雁,3,厂; 鴈; 雁
24-16,24,16,251,279,no,no,0,,5,4,言; 唁; 誾; 狺,4,2,言; 誾,4,言; 唁; 誾; 狺
24-17,24,17,252,279,no,no,0,,9,6,鬳; 甗; 獻; 巘; 讞; 𣡌,9,5,鬳; 甗; 獻; 巘; 讞,6,鬳; 甗; 獻; 巘; 讞; 𣡌
24-18,24,18,250,280,no,no,0,,2,2,憲; 瀗,0,0,,2,憲; 瀗
24-19,24,19,199,280,no,no,0,,4,4,彥; 諺; 顏; 喭,3,2,諺; 顏,4,彥; 諺; 顏; 喭
24-20,24,20,150,280,no,no,0,,2,2,丹; 旃,1,1,丹,2,丹; 旃
24-21,24,21,147,280,no,no,0,,37,26,單; 墠; 禪; 觶; 驒; 僤; 鼉; 匰; 殫; 簞,12,8,單; 禪; 觶; 鄲; 嘽; 彈; 戰; 蟬,26,單; 墠; 禪; 觶; 驒; 僤; 鼉; 匰; 殫; 簞
24-22,24,22,149,281,no,no,0,,6,6,旦; 鴠; 坦; 但; 袒; 怛,3,3,旦; 坦; 但,6,旦; 鴠; 坦; 但; 袒; 怛
24-23,24,23,148,281,no,no,0,,25,19,亶; 𤺺; 儃; 壇; 檀; 澶; 襢; 皽; 邅; 鱣,13,10,亶; 襢; 鱣; 氈; 饘; 鸇; 擅; 羶; 羴; 膻,20,亶; 𤺺; 儃; 壇; 檀; 澶; 襢; 皽; 邅; 鱣
24-24,24,24,151,281,no,no,0,,1,1,炭,1,1,炭,1,炭
24-25,24,25,205,281,no,no,0,,3,3,善; 膳; 繕,2,2,善; 繕,3,善; 膳; 繕
24-26,24,26,201,282,no,no,0,,4,3,展; 輾; 蹍,3,3,展; 輾; 蹍,3,展; 輾; 蹍
24-27,24,27,202,282,no,no,0,,1,1,蕆,0,0,,1,蕆
24-28,24,28,204,282,no,no,0,,3,3,廛; 躔; 纏,3,3,廛; 躔; 纏,3,廛; 躔; 纏
24-29,24,29,197,282,no,no,0,,4,3,衍; 愆; 餰,3,3,衍; 愆; 餰,3,衍; 愆; 餰
24-30,24,30,203,282,no,no,0,,7,7,延; 筵; 綖; 梴; 埏; 挻; 誕,2,2,延; 筵,7,延; 筵; 綖; 梴; 埏; 挻; 誕
24-31,24,31,207,282,no,no,0,,3,1,羡,2,1,羨,2,羡; 羨
24-32,24,32,213,282,no,no,0,,5,4,連; 漣; 璉; 蓮,3,3,僆; 漣; 蓮,5,連; 漣; 璉; 蓮; 僆
24-33,24,33,214,283,no,no,0,,1,1,聯,0,0,,1,聯
24-34,24,34,215,283,no,no,0,,1,1,輦,1,1,輦,1,輦
24-35,24,35,152,283,no,no,0,,15,9,嘆; 歎; 難; 𪄿; 戁; 㸐; 儺; 臡; 灘,7,6,嘆; 歎; 難; 㸐; 儺; 灘,9,嘆; 歎; 難; 𪄿; 戁; 㸐; 儺; 臡; 灘
24-36,24,36,217,283,no,no,0,,2,2,然; 燃,2,2,然; 燃,2,然; 燃
24-37,24,37,216,284,no,no,0,,2,2,㞋; 赧,0,0,,2,㞋; 赧
24-38,24,38,212,284,no,no,0,,3,3,扇; 傓; 煽,1,1,扇,3,扇; 傓; 煽
24-39,24,39,153,284,no,no,0,,12,11,贊; 賛; 讚; 瓚; 瓉; 纘; 酇; 鑽; 欑; 櫕,2,2,贊; 鑽,11,贊; 賛; 讚; 瓚; 瓉; 纘; 酇; 鑽; 欑; 櫕
24-40,24,40,154,284,no,no,0,,3,3,𣦼; 粲; 餐,1,1,粲,3,𣦼; 粲; 餐
24-41,24,41,155,284,no,no,0,,26,17,戔; 殘; 棧; 琖; 盞; 醆; 剗; 錢; 淺; 俴,9,7,戔; 殘; 棧; 淺; 俴; 賤; 踐,17,戔; 殘; 棧; 琖; 盞; 醆; 剗; 錢; 淺; 俴
24-42,24,42,206,285,no,no,0,,3,3,𠨧; 僊; 遷,3,3,𠨧; 僊; 遷,3,𠨧; 僊; 遷
24-43,24,43,208,285,no,no,0,,7,4,孱; 潺; 僝; 轏,1,1,轏,4,孱; 潺; 僝; 轏
24-44,24,44,156,285,no,no,0,,6,3,散; 潸; 霰,3,2,散; 霰,3,散; 潸; 霰
24-45,24,45,193,285,no,no,0,,5,4,山; 汕; 訕; 仙,2,2,山; 仙,4,山; 汕; 訕; 仙
24-46,24,46,194,286,no,no,0,,1,1,產,1,1,產,1,產
24-47,24,47,181,286,no,no,0,,16,13,半; 靽; 伴; 判; 拌; 泮; 牉; 胖; 頖; 柈,4,4,半; 伴; 判; 畔,13,半; 靽; 伴; 判; 拌; 泮; 牉; 胖; 頖; 柈
24-48,24,48,182,286,no,no,0,,7,6,般; 槃; 盤; 磐; 縏; 鞶,1,1,盤,6,般; 槃; 盤; 磐; 縏; 鞶
24-49,24,49,262,286,no,no,0,,13,10,反; 返; 販; 阪; 飯; 板; 版; 鈑; 扳; 昄,8,6,反; 返; 阪; 飯; 板; 扳,10,反; 返; 販; 阪; 飯; 板; 版; 鈑; 扳; 昄
24-50,24,50,263,286,no,no,0,,3,3,棥; 樊; 攀,0,0,,3,棥; 樊; 攀
24-51,24,51,264,287,no,no,0,,2,2,煩; 𨆌,1,1,煩,2,煩; 𨆌
24-52,24,52,265,287,no,no,0,,4,3,緐; 繁; 蘩,1,1,繁,3,緐; 繁; 蘩
24-53,24,53,190,287,no,no,0,,2,2,班; 斑,0,0,,2,班; 斑
24-54,24,54,195,287,no,no,0,,21,17,釆; 番; 幡; 旛; 轓; 繙; 燔; 璠; 膰; 蹯,9,7,釆; 番; 燔; 蕃; 播; 皤; 藩,17,釆; 番; 幡; 旛; 轓; 繙; 燔; 璠; 膰; 蹯
24-55,24,55,220,287,no,no,0,,8,6,弁; 卞; 抃; 拚; 犿; 笲,2,2,弁; 卞,6,弁; 卞; 抃; 拚; 犿; 笲
24-56,24,56,266,288,no,no,0,,16,11,曼; 蔓; 嫚; 僈; 慢; 墁; 幔; 縵; 鄤; 漫,6,5,曼; 蔓; 慢; 幔; 漫,11,曼; 蔓; 嫚; 僈; 慢; 墁; 幔; 縵; 鄤; 漫
24-57,24,57,183,288,no,no,0,,11,6,㒼; 滿; 瞞; 樠; 璊; 懣,2,2,瞞; 璊,6,㒼; 滿; 瞞; 樠; 璊; 懣
24-58,24,58,222,288,no,no,0,,15,12,免; 俛; 勉; 冕; 悗; 鞔; 娩; 晚; 脕; 輓,4,4,免; 俛; 冕; 晚,12,免; 俛; 勉; 冕; 悗; 鞔; 娩; 晚; 脕; 輓
25-01,25,1,157,290,no,no,0,,14,11,官; 棺; 涫; 痯; 管; 琯; 錧; 館; 倌; 逭,4,4,官; 棺; 管; 館,11,官; 棺; 涫; 痯; 管; 琯; 錧; 館; 倌; 逭
25-02,25,2,158,290,no,no,0,,16,15,雚; 鸛; 灌; 爟; 瓘; 觀; 歡; 懽; 驩; 嚾,7,6,吅; 雚; 觀; 歡; 權; 勸,16,雚; 鸛; 灌; 爟; 瓘; 觀; 歡; 懽; 驩; 嚾
25-03,25,3,159,290,no,no,0,,7,5,貫; 摜; 慣; 串; 患,6,5,貫; 摜; 慣; 串; 患,5,貫; 摜; 慣; 串; 患
25-05,25,5,161,291,no,no,0,,2,1,盥,0,0,,1,盥
25-06,25,6,162,291,no,no,0,,2,2,款; 窾,0,0,,2,款; 窾
25-07,25,7,165,291,no,no,0,,2,2,萈; 寬,1,1,寬,2,萈; 寬
25-08,25,8,166,291,no,no,0,,1,1,萑,0,0,,1,萑
25-09,25,9,187,291,no,no,0,,3,2,丱; 關,2,1,關,2,丱; 關
25-10,25,10,188,291,no,no,0,,1,1,宦,1,1,宦,1,宦
25-11,25,11,226,291,no,no,0,,24,16,卷; 睠; 眷; 棬; 鬈; 捲; 拳; 蜷; 倦; 勌,5,4,卷; 睠; 鬈; 拳,16,卷; 睠; 眷; 棬; 鬈; 捲; 拳; 蜷; 倦; 勌
25-12,25,12,164,292,no,no,0,,19,14,亘; 桓; 洹; 狟; 荁; 貆; 垣; 咺; 晅; 烜,7,7,亘; 桓; 貆; 垣; 咺; 烜; 宣,14,亘; 桓; 洹; 狟; 荁; 貆; 垣; 咺; 晅; 烜
25-13,25,13,167,292,no,no,0,,9,8,奐; 渙; 煥; 寏; 換; 敻; 讂; 瓊,1,1,渙,8,奐; 渙; 煥; 寏; 換; 敻; 讂; 瓊
25-14,25,14,255,292,no,no,0,,15,11,爰; 猨; 援; 瑗; 媛; 湲; 煖; 暖; 諼; 緩,6,6,爰; 猨; 援; 媛; 諼; 緩,11,爰; 猨; 援; 瑗; 媛; 湲; 煖; 暖; 諼; 緩
25-15,25,15,256,293,no,no,0,,25,20,袁; 翾; 園; 獧; 猿; 噮; 榬; 轅; 遠; 睘,13,11,袁; 翾; 園; 轅; 遠; 睘; 還; 環; 擐; 圜,20,袁; 翾; 園; 獧; 猿; 噮; 榬; 轅; 遠; 睘
25-16,25,16,163,293,no,no,0,,5,5,丸; 𤴯; 紈; 芄; 骫,2,2,丸; 骫,5,丸; 𤴯; 紈; 芄; 骫
25-17,25,17,260,293,no,no,0,,22,17,宛; 怨; 苑; 鴛; 眢; 婉; 惌; 晼; 畹; 鵷,6,5,夗; 宛; 怨; 苑; 婉,18,宛; 怨; 苑; 鴛; 眢; 婉; 惌; 晼; 畹; 鵷
25-18,25,18,261,294,no,no,0,,1,1,冤,0,0,,1,冤
25-19,25,19,257,294,no,no,0,,25,19,元; 芫; 黿; 魭; 頑; 刓; 园; 忨; 玩; 翫,6,6,元; 玩; 翫; 完; 筦; 院,19,元; 芫; 黿; 魭; 頑; 刓; 园; 忨; 玩; 翫
25-20,25,20,258,295,no,no,0,,7,7,原; 源; 愿; 謜; 願; 騵; 豲,3,2,原; 願,7,原; 源; 愿; 謜; 願; 騵; 豲
25-21,25,21,259,295,no,no,0,,1,1,邍,0,0,,1,邍
25-22,25,22,170,295,no,no,0,,3,1,斷,3,1,斷,1,斷
25-23,25,23,172,295,no,no,0,,5,3,段; 鍛; 腶,1,1,段,3,段; 鍛; 腶
25-24,25,24,168,295,no,no,0,,18,13,耑; 端; 剬; 褍; 鍴; 湍; 喘; 諯; 輲; 遄,4,4,耑; 端; 喘; 揣,13,耑; 端; 剬; 褍; 鍴; 湍; 喘; 諯; 輲; 遄
25-25,25,25,231,295,no,no,0,,21,13,專; 剸; 篿; 轉; 傳; 縳; 膞; 鱄; 竱; 團,5,3,專; 轉; 傳,13,專; 剸; 篿; 轉; 傳; 縳; 膞; 鱄; 竱; 團
25-26,25,26,232,296,no,no,0,,1,1,穿,1,1,穿,1,穿
25-27,25,27,233,296,no,no,0,,1,1,舛,1,1,舛,1,舛
25-28,25,28,171,296,no,no,0,,10,9,彖; 褖; 蝝; 緣; 椽; 瑑; 篆; 腞; 喙,6,4,彖; 緣; 椽; 喙,9,彖; 褖; 蝝; 緣; 椽; 瑑; 篆; 腞; 喙
25-29,25,29,229,297,no,no,0,,5,5,㕣; 沿; 鉛; 兗; 船,2,2,沿; 船,5,㕣; 沿; 鉛; 兗; 船
25-30,25,30,230,297,no,no,0,,1,1,鳶,0,0,,1,鳶
25-31,25,31,178,297,no,no,0,,15,13,䜌; 巒; 欒; 灓; 鑾; 鸞; 臠; 孌; 戀; 攣,9,8,䜌; 欒; 鑾; 孌; 戀; 變; 蠻; 孿,13,䜌; 巒; 欒; 灓; 鑾; 鸞; 臠; 孌; 戀; 攣
25-32,25,32,179,297,no,no,0,,1,1,卵,2,1,卵,1,卵
25-33,25,33,180,297,no,no,0,,2,2,𤔔; 亂,1,1,亂,2,𤔔; 亂
25-34,25,34,189,297,no,no,0,,2,1,奻,0,0,,1,奻
25-35,25,35,238,298,no,no,0,,14,11,耎; 輭; 蝡; 蠕; 瑌; 瓀; 偄; 渜; 煗; 㨎,0,0,,11,耎; 輭; 蝡; 蠕; 瑌; 瓀; 偄; 渜; 煗; 㨎
25-36,25,36,176,298,no,no,0,,1,1,竄,1,1,竄,1,竄
25-37,25,37,177,298,no,no,0,,1,1,爨,0,0,,1,爨
25-38,25,38,234,298,no,no,0,,8,8,全; 仝; 牷; 痊; 筌; 荃; 銓; 輇,1,1,全,8,全; 仝; 牷; 痊; 筌; 荃; 銓; 輇
25-39,25,39,235,298,no,no,0,,4,4,雋; 臇; 鐫; 儁,0,0,,4,雋; 臇; 鐫; 儁
25-40,25,40,237,298,no,no,0,,2,2,泉; 線,1,1,泉,2,泉; 線
25-41,25,41,1249a,298,no,no,0,,2,1,縓,0,0,,1,縓
25-42,25,42,173,299,no,no,0,,1,1,筭,0,0,,1,筭
25-43,25,43,174,299,no,no,0,,6,5,算; 匴; 篹; 纂; 篡,1,1,纂,5,算; 匴; 篹; 纂; 篡
25-44,25,44,175,299,no,no,0,,2,2,祘; 蒜,0,0,,2,祘; 蒜
26-01,26,1,586,301,no,no,0,,1,1,笄,1,1,笄,1,笄
26-02,26,2,587,301,no,no,0,,2,1,卟,0,0,,1,卟
26-03,26,3,1241a,301,no,no,0,,1,1,計,1,1,計,1,計
26-04,26,4,588,301,no,no,0,,4,4,启; 啟; 綮; 晵,1,1,启,4,启; 啟; 綮; 晵
26-05,26,5,1241,301,no,no,0,,14,12,計; 繼; 兮; 盻; 醯; 替; 暜; 細; 隸; 盭,4,4,計; 兮; 替; 細,12,計; 繼; 兮; 盻; 醯; 替; 暜; 細; 隸; 盭
26-06,26,6,552,301,no,no,0,,13,12,旨; 指; 脂; 鮨; 䭫; 詣; 耆; 鰭; 鬐; 稽,13,10,旨; 指; 脂; 䭫; 詣; 耆; 鰭; 稽; 嗜; 蓍,12,旨; 指; 脂; 鮨; 䭫; 詣; 耆; 鰭; 鬐; 稽
26-07,26,7,553,302,no,no,0,,4,3,示; 視; 祁,3,2,示; 視,3,示; 視; 祁
26-08,26,8,602,302,no,no,0,,5,5,几; 机; 肌; 𩨒; 飢,4,4,几; 机; 肌; 飢,5,几; 机; 肌; 𩨒; 飢
26-09,26,9,599,302,no,no,0,,8,8,皆; 偕; 喈; 階; 楷; 湝; 諧; 揩,4,4,皆; 偕; 喈; 階,8,皆; 偕; 喈; 階; 楷; 湝; 諧; 揩
26-10,26,10,605,302,no,no,0,,7,7,癸; 揆; 戣; 葵; 騤; 睽; 闋,1,1,癸,7,癸; 揆; 戣; 葵; 騤; 睽; 闋
26-11,26,11,1241i,303,no,no,0,,1,1,醯,0,0,,1,醯
26-12,26,12,589,303,no,no,0,,6,5,医; 殹; 繄; 翳; 鷖,1,1,鷖,5,医; 殹; 繄; 翳; 鷖
26-13,26,13,604,303,no,no,0,,2,2,伊; 咿,2,2,伊; 咿,2,伊; 咿
26-14,26,14,590,303,no,no,0,,24,18,氐; 底; 柢; 低; 弤; 抵; 羝; 邸; 詆; 胝,7,6,氐; 抵; 坻; 蚳; 砥; 鴟,18,氐; 底; 柢; 低; 弤; 抵; 羝; 邸; 詆; 胝
26-15,26,15,591,303,no,no,0,,16,12,弟; 娣; 第; 悌; 稊; 綈; 𦯔; 鵜; 睇; 梯,8,6,弟; 娣; 第; 睇; 梯; 涕,12,弟; 娣; 第; 悌; 稊; 綈; 𦯔; 鵜; 睇; 梯
26-16,26,16,595; 596,304,no,no,0,,8,8,屖; 遟; 稺; 𦃘; 犀; 墀; 遲; 穉,4,4,屖; 稺; 犀; 遲,8,屖; 遟; 稺; 𦃘; 犀; 墀; 遲; 穉
26-17,26,17,551,304,no,no,0,,10,8,夷; 侇; 姨; 洟; 痍; 䧅; 桋; 荑,2,2,夷; 洟,8,夷; 侇; 姨; 洟; 痍; 䧅; 桋; 荑
26-18,26,18,1237c,304,no,no,0,,1,1,彝,1,1,彝,1,彝
26-19,26,19,560,304,no,no,0,,10,7,矢; 屎; 雉; 矧; 矤; 䀢; 薙,2,2,矢; 薙,7,矢; 屎; 雉; 矧; 矤; 䀢; 薙
26-20,26,20,561,305,no,no,0,,3,3,尸; 屍; 鳲,4,3,尸; 屍; 屎,4,尸; 屍; 鳲; 屎
26-21,26,21,556,305,no,no,0,,1,1,兕,1,1,兕,1,兕
26-22,26,22,562,305,no,no,0,,1,1,履,1,1,履,1,履
26-23,26,23,597,305,no,no,0,,5,5,豊; 禮; 醴; 鱧; 體,2,2,禮; 體,5,豊; 禮; 醴; 鱧; 體
26-24,26,24,519,305,no,no,0,,10,9,利; 𥝢; 犁; 梨; 棃; 黧; 黎; 蔾; 藜,5,4,利; 犁; 棃; 黎,9,利; 𥝢; 犁; 梨; 棃; 黧; 黎; 蔾; 藜
26-25,26,25,563,306,no,no,0,,8,6,尼; 怩; 柅; 泥; 旎; 昵,9,5,尼; 怩; 柅; 泥; 昵,6,尼; 怩; 柅; 泥; 旎; 昵
26-26,26,26,592,306,no,no,0,,9,7,妻; 悽; 淒; 萋; 緀; 𨹷; 棲,4,3,妻; 萋; 棲,7,妻; 悽; 淒; 萋; 緀; 𨹷; 棲
26-27,26,27,593,306,no,no,0,,30,19,齊; 臍; 蠐; 劑; 嚌; 懠; 癠; 薺; 穧; 擠,9,6,齊; 濟; 躋; 齍; 齋; 儕,19,齊; 臍; 蠐; 劑; 嚌; 懠; 癠; 薺; 穧; 擠
