character,in_tex,tex_entry_count,tex_entry_ids,tex_gsr_markers,tex_mc_forms,in_mand2mc,mand2mc_row_count,mand2mc_gsr_values,mand2mc_pinyin_values,mand2mc_mc_nwh_values,in_shengfu,shengfu_row_count,shengfu_phonetic_components,shengfu_component_levels,in_bs_gsr,bs_row_count,bs_gsr_values,bs_pinyin_values,bs_mc_values,bs_oc_values
沚,no,0,,,,yes,1,0961h,zhi3,ciX,yes,1,止,1,no,0,,,,
沛,no,0,,,,yes,2,0501f,pei4,payH; phayH,yes,2,巿,1,no,0,,,,
沝,no,0,,,,no,0,,,,yes,1,沝,1,no,0,,,,
沫,no,0,,,,yes,2,0277b,mo4,mayH; mat,yes,3,未; 末,1,no,0,,,,
沬,no,0,,,,yes,1,0531p,mei4,mwəyH,yes,3,末; 未,1,no,0,,,,
沭,no,0,,,,no,0,,,,yes,1,术,1,no,0,,,,
沮,yes,1,01-57,0046a; 0046h; 0046i; 0046j; 0046m; 0046n; 0046o; 0046p; 0046q; 0046r; 0046s; 0046t; 0046u; 0046x; 0046y; 0046b; 0046e; 0046d; 0046k; 0046z; 0046v,tshiaeX; tshiə; tsiə; tsiae; tṣae; dziaeX; tsiaeX; tṣaeX; dziəX; tṣiəH; tṣiəX; dẓiəX; tsuX; dzuX; tshu; dzu; tsaṅX; tsu; tsiəH; tṣiə; dẓiəH; dẓiə; tṣhiəX,yes,2,0046k,ju3; ju4,dziəX; tsiəH,yes,5,且,1,yes,1,0046k,jǔ,dzjoX,*dzaʔ {*[dz]aʔ}
沰,no,0,,,,no,0,,,,yes,1,石,1,no,0,,,,
沱,yes,1,18-09,0004a; 0004f; 0004h; 0004i; 0004j; 0004k; 0004l; 0004m; 0004n; 0004g; 0004q; 0004r; 0004s; 0004t; 0004v; 0004x; 0004y; 0004z; 0004b; 0004c; 0004e; 0004d,tha; da; thaH; yie; jiae; śiae; yaeX; thwa; ḍie; ḍieX; śie; śieX; diyH; deyH; daX; yieX; yieH,yes,1,0004k,tuo2,da,yes,2,它,1,no,0,,,,
河,yes,1,18-01,0001a; 0001d; 0001e; 0001g; 0001i; 0001j; 0001k; 0001m; 0001n; 0001f; 0001o; 0001p; 0001q; 0001r; 0001s; 0001t; 0001u; 0001v; 0001x; 0001y; 0001z; 0001b; 0001c; 0001h,khaX; ka; kanX; kaX; ḫa; {\sil{ꞏ}}a; {\sil{ꞏ}}aX; {\sil{ꞏ}}ieX; ḫaX; gie; kie; gieX; ṅieX; kieH; kieX; khieX; khie; {\sil{ꞏ}}ie,yes,1,0001g,he2,ḫa,yes,1,可,1,yes,1,0001g,hé,ha,*C.gˤaj {*C.[g]ˤaj}
沴,no,0,,,,yes,1,1241s,li4,leyH,yes,1,㐱,1,no,0,,,,
沸,no,0,,,,yes,2,0500q,fei4; fu2,piɨyH; piut,yes,1,弗,1,yes,1,0500q,fèi,pj+jH,*Nə.put-s {*Nə.p[u][t]-s}
油,no,0,,,,yes,1,1079c,you2,yuw,yes,2,由,1,no,0,,,,
沺,no,0,,,,no,0,,,,yes,1,田,1,no,0,,,,
治,no,0,,,,yes,2,0976z,chi2,ḍi; ḍiH,yes,3,以,1,yes,2,0976z,chí; zhì,dri; driH,*C.lrə; *lrə-s
沼,no,0,,,,yes,1,1131p,zhao3,ciewX,yes,1,刀,2,yes,1,1131p,zhǎo,tsyewX,*tawʔ
沽,yes,1,01-01,0049a; 0049g; 0049k; 0049m; 0049o; 0049q; 0049r; 0049t; 0049v; 0049x; 0049y; 0049b; 0049i; 0049f; 0049e; 0049j; 0049l; 0049c; 0049n; 0049p; 0049s; 0049u; 0049h,kuX; ku; khu; huX; ḫuX; kuH; kaH; ḫu; kiə; kiəH; khiə; giə; khuX,yes,1,0049k,gu1,ku,yes,2,古,1,no,0,,,,
沾,no,0,,,,yes,1,0618c,zhan1,ṭiem,yes,3,占,1,yes,1,0618c,zhān,trjem,*trem {*[t]rem}
沿,no,0,,,,yes,1,0229b,yan2,yiwen,yes,1,㕣,1,yes,1,0229b,yán,ywen,*lon
泀,no,0,,,,no,0,,,,yes,1,司,1,no,0,,,,
況,no,0,,,,yes,1,0765g,kuang4,hiwaṅH,yes,1,兄,1,yes,1,0765g,kuàng,xjwangH,*m̥aŋ-s {*[m̥]aŋ-s}
泂,no,0,,,,yes,1,0842h,jiong3,ḫweṅX,yes,1,冋,1,no,0,,,,
泃,no,0,,,,no,0,,,,yes,2,口,2,no,0,,,,
泄,no,0,,,,yes,1,0339h,xie4,siet,yes,2,世,1,yes,2,0339h,xiè,sjet; yejH,*s-lat; *lat-s
泅,no,0,,,,yes,1,1094c,qiu2,ziuw,yes,1,囚,1,yes,1,1094c,qiú,zjuw,*s-N.ru {*[s-N].ru}
泆,no,0,,,,yes,2,0402c,die2; yi4,det; yit,yes,2,失,1,no,0,,,,
泉,no,0,,,,yes,1,0237a,quan2,dziwen,yes,1,泉,1,yes,1,0237a,quán,dzjwen,*s-N-ɢʷar I!
泊,no,0,,,,yes,1,0782r,bo2,bak,yes,1,白,1,no,0,,,,
泌,no,0,,,,yes,1,0405l,bi4,piyH,yes,3,必,1,no,0,,,,
泏,no,0,,,,no,0,,,,yes,2,出,1,no,0,,,,
泐,no,0,,,,yes,1,0928h,le4,lək,yes,2,力,1,no,0,,,,
泑,no,0,,,,no,0,,,,yes,2,幺,1,no,0,,,,
泒,no,0,,,,no,0,,,,yes,1,瓜,1,no,0,,,,
泓,no,0,,,,no,0,,,,yes,1,弓,1,no,0,,,,
泔,no,0,,,,yes,1,0606c,gan1,kam,yes,1,甘,1,no,0,,,,
法,no,0,,,,yes,1,0642k,fa3,piəp,yes,1,盍,1,yes,1,0642k,fǎ,pjop,*p.kap {*[p.k]ap}
泗,no,0,,,,yes,1,0518g,si4,siyH,yes,1,四,1,no,0,,,,
泙,no,0,,,,no,0,,,,yes,1,平,1,no,0,,,,
泚,no,0,,,,yes,2,0358h,ci3,tsheyX; tshieX,yes,2,此,1,yes,1,0358h,cǐ,tshjeX,*tsʰeʔ {*[tsʰ]e(j)ʔ}
泛,no,0,,,,yes,1,0641b,fan4,phiəmH,yes,1,乏,1,yes,1,0641b,fàn,phjomH,*pʰom-s {*pʰ(r)[o]m-s}
泜,no,0,,,,no,0,,,,yes,2,氐,1,no,0,,,,
泝,no,0,,,,yes,1,0792i,su4,suH,yes,1,屰,1,yes,1,0792i,sù,suH,*s-ŋˤak-s
泠,no,0,,,,yes,1,0823j,ling2,leṅ,yes,1,令,1,no,0,,,,
泡,no,0,,,,no,0,,,,yes,2,包,1,no,0,,,,
波,yes,1,18-16,0025a; 0025d; 0025e; 0025f; 0025g; 0025h; 0025i; 0025j; 0025k; 0025m; 0025o; 0025p; 0025n; 0025l; 0025q,bie; bieH; bieX; phie; phieH; pieX; pie; pieH; paX; phaH; pha; paH; pa; ba,yes,1,0025l,bo1,pa,yes,1,皮,1,no,0,,,,
泣,no,0,,,,yes,1,0694h,qi4,khip,yes,1,立,1,yes,1,0694h,qì,khip,*k-r̥əp
泥,no,0,,,,yes,1,0563d,ni2,ney,yes,2,尼,1,yes,3,0563d,ní,nej; nejH,*C.nˤəj {*C.nˤ[əj]} (~ *nˤ[əj]ʔ); *nˤəj {*nˤ[ə]j}; *nˤər-s {*nˤər(ʔ)-s}
泦,no,0,,,,no,0,,,,yes,1,九,1,no,0,,,,
泧,no,0,,,,no,0,,,,yes,3,戉,1,no,0,,,,
注,yes,1,10-19,0129a; 0129b; 0129c; 0129d,,yes,2,0129c,zhu4,ṭiuH; ciuH,yes,1,主,1,yes,1,0129c,zhù,trjuH,*tro-s {*tro(ʔ)-s}
泫,no,0,,,,yes,1,0366c,xuan4,ḫwenX,yes,1,玄,1,no,0,,,,
泬,no,0,,,,yes,1,0409c,xue4,hwet,yes,1,穴,1,no,0,,,,
泭,no,0,,,,yes,1,0136h,fu1,phiu,yes,2,付,1,no,0,,,,
泮,no,0,,,,yes,1,0181f,pan4,phanH,yes,1,半,1,no,0,,,,
泯,no,0,,,,yes,2,0457c,min3,min; minX,yes,2,民,1,yes,1,0457c,mǐn,mjin,*min {*mi[n]}
泰,no,0,,,,yes,1,0316a,tai4,thayH,yes,1,大,1,yes,1,0316a,tài,thajH,*l̥ˤat-s {*l̥ˤa[t]-s}
泱,no,0,,,,yes,1,0718g,yang1,qiaṅ,yes,2,央,1,no,0,,,,
泲,no,0,,,,no,0,,,,yes,1,𠂔,1,no,0,,,,
泳,no,0,,,,yes,1,0764j,yong3,ḫiwaeṅH,yes,1,永,1,yes,1,0764j,yǒng,hjwaengH,*ɢʷraŋ-s {*[ɢ]ʷraŋ(ʔ)-s}
泿,no,0,,,,no,0,,,,yes,2,艮,1,no,0,,,,
洀,no,0,,,,no,0,,,,yes,1,舟,1,no,0,,,,
洄,no,0,,,,yes,1,0542e,hui2,ḫwəy,yes,1,回,1,no,0,,,,
洅,no,0,,,,no,0,,,,yes,2,再,1,no,0,,,,
洇,no,0,,,,no,0,,,,yes,1,因,1,no,0,,,,
洈,no,0,,,,no,0,,,,yes,2,危,1,no,0,,,,
洊,no,0,,,,yes,1,0432d,jian4,dzenH,yes,1,才,2,no,0,,,,
洋,no,0,,,,yes,1,0732h,yang2,yaṅ,yes,2,羊,1,yes,1,0732h,yáng,yang,*ɢaŋ {*ɢ(r)aŋ}
洌,no,0,,,,yes,1,0291c,lie4,liet,yes,2,列,1,no,0,,,,
洍,no,0,,,,no,0,,,,yes,2,𦣞,1,no,0,,,,
洎,no,0,,,,yes,1,1237a,ji4,giyH,yes,2,眔,1,no,0,,,,
洏,no,0,,,,no,0,,,,yes,1,而,1,no,0,,,,
洐,no,0,,,,no,0,,,,yes,1,行,1,no,0,,,,
洒,no,0,,,,yes,3,0594g,xi3; xian3; sa3,seyX; senX; ṣeayX,yes,1,西,1,yes,2,0594g,xǐ; sǎ,sejX; sreajX,*sˤərʔ {*[s]ˤərʔ}; *C.s<r>ərʔ
洓,no,0,,,,no,0,,,,yes,1,朿,1,no,0,,,,
洔,no,0,,,,yes,1,0961v,zhi3,ciX,yes,1,止,1,no,0,,,,
洗,no,0,,,,yes,2,0478j,xi3; xian3,seyX; senX,yes,2,先,1,yes,2,0478j,xǐ; xiǎn,sejX; senX,*sˤərʔ {*[s]ˤərʔ}; *sˤərʔ (W dialect)
洙,no,0,,,,no,0,,,,yes,1,朱,1,no,0,,,,
洚,no,0,,,,yes,4,1015d,jiang4; hong2,haewṅ; howṅ; huwṅ; kaewṅH,yes,4,降,1,no,0,,,,
洛,no,0,,,,yes,1,0766k,luo4,lak,yes,1,各,1,no,0,,,,
洝,no,0,,,,no,0,,,,yes,1,安,1,no,0,,,,
洞,no,0,,,,yes,1,1176h,dong4,duwṅH,yes,2,同,1,no,0,,,,
洟,no,0,,,,yes,2,0551f,ti4; yi2,theyH; yiy,yes,2,夷,1,yes,1,0551f,tì,thejH,*l̥ˤəj-s {*[l̥]ˤ[ə]j-s}
津,no,0,,,,yes,1,0381g,jin1,tsin,yes,1,𦘔,1,yes,1,0381g,jīn,tsin,*tsin {*[ts]i[n]}
洦,no,0,,,,no,0,,,,yes,2,百,1,no,0,,,,
洧,no,0,,,,yes,1,0995-,wei3,ḫwiyX,yes,1,又,1,yes,1,-995,wěi,hwijX,*ɢʷrəʔ {*[ɢ]ʷrəʔ}
洨,no,0,,,,no,0,,,,yes,1,交,1,no,0,,,,
洩,no,0,,,,yes,1,0338b,xie4,yieyH,yes,1,曳,1,no,0,,,,
洪,no,0,,,,yes,1,1182o,hong2,ḫuwṅ,yes,1,共,1,no,0,,,,
洫,no,0,,,,yes,1,0930a,xu4,hwik,yes,1,血,1,yes,1,0930a,xù,xwik,*m̥ik {*m̥(r)ik}
洭,no,0,,,,no,0,,,,yes,1,㞷,1,no,0,,,,
洮,no,0,,,,yes,1,1145s,tao1,thaw,yes,2,兆,1,no,0,,,,
洰,yes,1,01-19,0095a; 0095f; 0095h; 0095i; 0095j; 0095n; 0095o; 0095p; 0095q; 0095r; 0095c; 0095e; 0095k; 0095g,giəX; kiuX; giə; giəH; giuX,no,0,,,,no,0,,,no,0,,,,
洱,no,0,,,,no,0,,,,yes,2,耳,1,no,0,,,,
洲,no,0,,,,yes,1,1086d,zhou1,ciuw,yes,1,州,1,yes,1,1086d,zhōu,tsyuw,*tu
洳,yes,1,01-56,0094a; 0094f; 0094j; 0094g; 0094o; 0094p; 0094q; 0094r; 0094s; 0094t; 0094u; 0094l; 0094v; 0094y; 0094z; 0094c; 0094b; 0094d; 0094e,ṇiəH; ṇiəX; ñiəX; ñiə; ṇiə; ñiəH; śiəH; siəH; ṭhiəH; nu; nuX; nuH; ṇae,yes,2,0094q,ru2; ru4,ñiə; ñiəH,yes,2,女,2; 1,yes,2,0094q,rú; rù,nyo; nyoH,*na; *na-s
洴,no,0,,,,yes,1,0824h,ping2,beṅ,yes,1,并,1,no,0,,,,
洵,no,0,,,,yes,2,0392l,xun2,swin; hwen,yes,2,勻,1,no,0,,,,
洶,no,0,,,,yes,2,1183g,xiong1,hiəwṅ; hiəwṅX,yes,2,凶,1,no,0,,,,
洸,no,0,,,,yes,1,0706f,guang1,kwaṅ,yes,2,光,1,no,0,,,,
洹,no,0,,,,yes,1,0164g,huan2,ḫwan,yes,2,亘,1,no,0,,,,
活,no,0,,,,yes,2,0302m,huo2; guo1,hwat; kwat,yes,2,𠯑,1,no,0,,,,
洼,no,0,,,,yes,1,0879k,wa1,qwey,yes,2,圭,1,no,0,,,,
洽,no,0,,,,yes,1,0675m,qia4,heap,yes,1,合,1,yes,1,0675m,qià,heap,*ɢˤ<r>op {*[ɢ]ˤ<r>[o]p}
派,no,0,,,,no,0,,,,yes,1,𠂢,1,no,0,,,,
洿,yes,1,01-22,0043a; 0043b; 0043c; 0043d; 0043e; 0043f; 0043g; 0043h; 0043i; 0043j; 0043l; 0043m; 0043k,khwae; khuH; khwaeH; hiu; khu; ḫu; ḫuH; ḫwaeH; {\sil{ꞏ}}u,yes,1,0043k,wu1,qu,yes,2,于,2; 1,yes,1,0043k,wū,'u,*qʷˤa
流,no,0,,,,yes,1,1104a,liu2,liuw,yes,1,毓,1,yes,1,1104a,liú,ljuw,*ru {*[r]u}
浘,no,0,,,,yes,1,0583d,wei3,miɨyX,no,0,,,no,0,,,,
浙,no,0,,,,no,0,,,,yes,1,折,1,no,0,,,,
浚,no,0,,,,yes,1,0468a',xun4,swinH,yes,1,允,1,no,0,,,,
浜,no,0,,,,no,0,,,,yes,2,兵,1,no,0,,,,
浝,no,0,,,,no,0,,,,yes,1,尨,1,no,0,,,,
浞,no,0,,,,no,0,,,,yes,1,足,1,no,0,,,,
浟,no,0,,,,no,0,,,,yes,1,攸,1,no,0,,,,
浡,no,0,,,,yes,1,0491c,bo2,bwot,yes,1,孛,1,no,0,,,,
浢,no,0,,,,no,0,,,,yes,1,豆,1,no,0,,,,
浣,no,0,,,,yes,1,0257o,huan4,hwanX,yes,2,元,1,no,0,,,,
浥,no,0,,,,yes,1,0683h,yi4,qip,yes,3,邑,1,yes,1,0683h,yì,'ip,*q<r>ip
浦,yes,1,01-67,0102a; 0102f; 0102h; 0102j; 0102m; 0102n; 0102r; 0102s; 0102t; 0102u; 0102v; 0102y; 0102z; 0102c; 0102d; 0102e; 0102g; 0102i; 0102k; 0102l; 0102o; 0102p; 0102x; 0102q,biuX; piuX; puH; phuH; piu; piuH; puX; pu; phiu; phu; buH; bu; phuX; biuH; biu; xiéshēng,yes,1,0102f',pu3,phuX,yes,1,甫,1,yes,1,0102f',pǔ,phuX,*pʰˤaʔ
浧,no,0,,,,no,0,,,,yes,1,呈,1,no,0,,,,
浩,no,0,,,,yes,1,1039j,hao4,ḫawX,yes,1,告¹,1,yes,1,1039j,hào,hawX,*gˤuʔ {*[g]ˤuʔ}
浪,no,0,,,,yes,2,0735k,lang2; lang4,laṅ; laṅH,yes,2,良,1,yes,1,0735k,láng,lang,*rˤaŋ {*[r]ˤaŋ}
浬,no,0,,,,no,0,,,,yes,1,里,1,no,0,,,,
浭,no,0,,,,no,0,,,,yes,1,更,1,no,0,,,,
浮,no,0,,,,yes,1,1233l,fu2,biuw,yes,1,孚,1,yes,1,1233l,fú,bjuw,*m.bu {*m.b(r)u}
浯,no,0,,,,no,0,,,,yes,1,五,1,no,0,,,,
浰,no,0,,,,no,0,,,,yes,1,利,1,no,0,,,,
浴,no,0,,,,yes,1,1202f,yu4,yiəwk,yes,1,谷,1,no,0,,,,
浶,no,0,,,,no,0,,,,yes,1,牢,1,no,0,,,,
海,no,0,,,,yes,1,0947x,hai3,həyX,yes,1,母,1,yes,1,0947x,hǎi,xojX,*m̥ˤəʔ (dial. *m̥ˤ- > x-)
浸,no,0,,,,yes,1,0661m,jin4,tsimH,yes,2,侵,1,no,0,,,,
浹,no,0,,,,yes,1,0630m,jia1,tsep,yes,1,夾,1,no,0,,,,
浼,no,0,,,,yes,1,0222l,mei3,mwəyX,yes,2,免,1,no,0,,,,
浿,no,0,,,,no,0,,,,yes,2,貝,1,no,0,,,,
涀,no,0,,,,no,0,,,,yes,3,見,1,no,0,,,,
涂,yes,1,01-42,0082a; 0082f; 0082g; 0082i; 0082l; 0082o; 0082q; 0082s; 0082t; 0082v; 0082x; 0082y; 0082b; 0082u; 0082d; 0082m; 0082c,yiə; yiəH; ziəX; ziə; śiae; du; ḍae; śiə; thu; duX; thuX; ḍiə; ḍiəH,yes,1,0082u,tu2,du,yes,2,余,1,yes,1,0082u,tú,du,*lˤa
涅,no,0,,,,yes,1,0404j,nie4,net,yes,1,日,1,no,0,,,,
涆,no,0,,,,no,0,,,,yes,1,干,1,no,0,,,,
涇,no,0,,,,yes,1,0831g,jing1,keṅ,yes,1,巠,1,no,0,,,,
消,no,0,,,,yes,1,1149j,xiao1,siew,yes,1,小,1,yes,1,1149j,xiāo,sjew,*sew {*[s]ew}
涉,no,0,,,,yes,1,0634a,she4,jiep,yes,2,涉,1,no,0,,,,
涊,no,0,,,,no,0,,,,yes,2,刃,1,no,0,,,,
涌,no,0,,,,yes,1,1185l,yong3,yiəwṅX,yes,1,用,2,no,0,,,,
涎,no,0,,,,no,0,,,,yes,1,延,1,no,0,,,,
涏,no,0,,,,no,0,,,,yes,2,廷,1,no,0,,,,
涐,no,0,,,,no,0,,,,yes,1,我,1,no,0,,,,
涑,no,0,,,,no,0,,,,yes,3,束2,1,no,0,,,,
涒,no,0,,,,yes,1,0459-,tun1,thwon,yes,1,聿,3,no,0,,,,
涓,no,0,,,,yes,1,0228h,juan1,kwen,yes,1,肙,1,no,0,,,,
涔,no,0,,,,no,0,,,,yes,1,今,2,no,0,,,,
涕,no,0,,,,yes,2,0591m,ti4,theyH; theyX,yes,2,弟,1,yes,2,0591m,tì,thejH; thejX,*l̥ˤəjʔ-s {*[l̥]ˤ[ə]jʔ-s}; *l̥ˤəjʔ {*[l̥]ˤ[ə]jʔ}
涖,no,0,,,,yes,1,0520a,li4,liyH,yes,2,立,1,no,0,,,,
涗,no,0,,,,yes,2,0324h,shui4,śiweyH; tshiweyH,yes,1,兌,1,no,0,,,,
涘,no,0,,,,yes,1,0976o,si4,dẓiX,yes,1,疑,2,no,0,,,,
涪,no,0,,,,no,0,,,,yes,1,不,2,no,0,,,,
涫,no,0,,,,yes,1,0157f,guan4,kwanH,yes,3,官,1,no,0,,,,
涬,no,0,,,,yes,1,0810d,xing4,ḫeṅX,yes,1,幸,1,no,0,,,,
涯,no,0,,,,yes,1,0879r,ya2,ṅea,yes,2,圭,1,yes,1,0879r,yá,ngea,*ŋˤrar
液,no,0,,,,yes,1,0800n,ye4,yiek,yes,1,亦,1,yes,1,0800n,yè,yek,*N.rak {*N.rAk}
涳,no,0,,,,no,0,,,,yes,3,工,2,no,0,,,,
涴,no,0,,,,no,0,,,,yes,2,夗,1,no,0,,,,
涵,no,0,,,,yes,1,0643g,han2,hom,yes,2,函,1,yes,1,0643g,hán,hom,*gˤom {*[g]ˤ[o]m}
涶,no,0,,,,no,0,,,,yes,1,垂,1,no,0,,,,
涷,no,0,,,,yes,1,1175g,dong4,tuwṅH,yes,2,東,1,no,0,,,,
涸,no,0,,,,yes,1,1258a,he2,hak,yes,1,古,2,no,0,,,,
涹,no,0,,,,no,0,,,,yes,1,禾,2,no,0,,,,
涺,no,0,,,,no,0,,,,yes,1,古,2,no,0,,,,
涻,no,0,,,,no,0,,,,yes,1,余,2,no,0,,,,
涼,no,0,,,,yes,1,0755l,liang2,liaṅ,yes,2,京,1,yes,1,0755l,liáng,ljang,*C.raŋ
涽,no,0,,,,yes,1,0457p,hun1,hwon,yes,1,昏,1,no,0,,,,
涾,no,0,,,,no,0,,,,yes,1,沓,1,no,0,,,,
涿,no,0,,,,yes,1,1218e,zhuo1,ṭaewk,yes,1,豖,1,no,0,,,,
淁,no,0,,,,no,0,,,,yes,1,妾,1,no,0,,,,
淅,no,0,,,,yes,1,0857e,xi1,sek,yes,1,析,1,no,0,,,,
淆,no,0,,,,no,0,,,,yes,1,爻,1,no,0,,,,
淇,no,0,,,,no,0,,,,yes,1,其,1,no,0,,,,
淈,no,0,,,,yes,2,0496o,gu3,hwət; kwət,yes,2,出,2,no,0,,,,
淉,no,0,,,,no,0,,,,yes,1,果,1,no,0,,,,
淊,no,0,,,,yes,1,0672g,han4,homX,yes,4,臽,1,no,0,,,,
淋,no,0,,,,yes,1,0655e,lin2,lim,yes,1,林,1,yes,1,0655e,lín,lim,*rəm {*[r][ə]m}
淌,no,0,,,,no,0,,,,yes,1,尚,1,no,0,,,,
淑,no,0,,,,yes,1,1031jt,shu1,jiuwk,yes,1,叔,1,yes,1,1031jt,shū,dzyuwk,*diwk {*[d]iwk}
淒,no,0,,,,yes,1,0592f,qi1,tshey,yes,2,妻,1,no,0,,,,
淔,no,0,,,,no,0,,,,yes,1,直,1,no,0,,,,
淖,no,0,,,,yes,1,1126j,nao4,ṇaewH,yes,1,卓,1,no,0,,,,
淘,no,0,,,,no,0,,,,yes,1,匋,1,no,0,,,,
淙,no,0,,,,no,0,,,,yes,3,宗,1,no,0,,,,
淚,no,0,,,,yes,1,0532c,lei4,lwiyH,yes,1,戾,1,no,0,,,,
淜,no,0,,,,no,0,,,,yes,1,朋,1,no,0,,,,
淟,no,0,,,,no,0,,,,yes,1,典,1,no,0,,,,
淠,no,0,,,,yes,2,0521d,pi4,pheyH; phyieyH,yes,2,畀,1,no,0,,,,
淡,no,0,,,,yes,2,0617o,dan4,damH; damX,yes,4,炎,1,no,0,,,,
淢,no,0,,,,yes,1,0929l,xu4,hwik,yes,2,或,1,yes,1,0929l,xù,xwik,*m̥ik {*m̥(r)ik}
淤,no,0,,,,no,0,,,,yes,2,烏,1,no,0,,,,
淥,no,0,,,,no,0,,,,yes,1,彔,1,no,0,,,,
淦,no,0,,,,no,0,,,,yes,2,今,1,no,0,,,,
淨,no,0,,,,yes,1,0811d,jing4,dzieṅH,yes,1,爭,1,yes,2,0811d,jìng,dzjengH,*m-tseŋ-s; *N-tseŋ-s
淩,no,0,,,,yes,1,0898e,ling2,liṅ,yes,1,夌,1,no,0,,,,
淪,no,0,,,,yes,1,0470d,lun2,lwin,yes,1,侖,1,no,0,,,,
淫,no,0,,,,yes,1,0657b,yin2,yim,yes,1,㸒,1,yes,1,0657b,yín,yim,*N.rəm {*N.r[ə]m}
淬,no,0,,,,yes,1,0490f,cui4,tshwəyH,yes,1,卒,1,yes,1,0490f,cuì,tshwojH,*tsʰˤut-s {*[tsʰ]ˤu[t]-s}
淮,no,0,,,,yes,1,0601a,huai2,hweay,yes,1,鷕,1,yes,1,0601a,huái,hweaj,*gʷˤrij {*[g]ʷˤrij}
淯,no,0,,,,no,0,,,,yes,1,毓,2,no,0,,,,
淰,no,0,,,,yes,1,0670f,shen3,śimX,yes,3,念,1,no,0,,,,
深,no,0,,,,yes,2,0666c,shen1,śim; śimH,yes,2,罙,1,yes,2,0666c,shēn,syim; syimH,*l̥əm {*[l̥][ə]m}; *l̥əm-s {*[l̥][ə]m-s}
淲,no,0,,,,no,0,,,,yes,1,彪,1,no,0,,,,
淳,no,0,,,,yes,3,0464e,chun2; zhun1; zhun3,jiwin; ciwin; ciwinX,yes,1,𦎫,1,yes,5,0464e,chún; zhūn; zhǔn,dzywin; tsywin; tsywinX,*dur {*[d]ur}; *tur; *turʔ
淴,no,0,,,,no,0,,,,yes,1,勿,1,no,0,,,,
淵,no,0,,,,yes,1,0367a,yuan1,qwen,yes,1,𣶒,1,yes,1,0367a,yuān,'wen,*ʔʷˤin {*[ʔ]ʷˤi[n]}
淶,no,0,,,,no,0,,,,yes,1,來,1,no,0,,,,
混,no,0,,,,yes,3,0417k,hun4; kun1; gun3,hwonX; kwon; kwonX,yes,1,昆,1,no,0,,,,
淹,no,0,,,,yes,1,0614c,yan1,qiem,yes,2,甲,2,yes,1,0614c,yān,'jem,*ʔom {*ʔ(r)om}
淺,no,0,,,,yes,2,0155k,jian1; qian3,tsen; tshienX,yes,2,戔,1,yes,1,0155k,qiǎn,tshjenX,*tsʰenʔ {*[ts]ʰe[n]ʔ}
添,no,0,,,,no,0,,,,yes,1,天,1,no,0,,,,
淼,no,0,,,,yes,1,1161a,miao3,myiewX,yes,1,淼,1,no,0,,,,
渃,no,0,,,,no,0,,,,yes,2,若,1,no,0,,,,
清,no,0,,,,yes,1,0812i',qing1,tshieṅ,yes,1,生,1,yes,1,0812i',qīng,tshjeng,*tsʰeŋ
渘,no,0,,,,no,0,,,,yes,1,柔,1,no,0,,,,
渙,no,0,,,,yes,1,0167b,huan4,hwanH,yes,2,奐,1,yes,1,0167b,huàn,xwanH,*qʷʰˤan-s {*qʷʰˤa[n]-s}
渚,yes,1,01-38,0045a; 0045d; 0045e; 0045g; 0045b; 0045c; 0045i; 0045j; 0045k; 0045l; 0045m; 0045n; 0045h; 0045o; 0045q; 0045s; 0045t; 0045x; 0045y; 0045p; 0045r,ciaeX; śiae; ṭiəX; tuX; tu; ṭhiəX; du; ḍiəH; ciəX; jiae; cəH; ziəX; śiə; śiəX; ṭiə; ḍiak; ṭiak; ṭiəH; ḍiə; ṭhiak; ciə; jiəH,yes,1,0045k,zhu3,ciəX,yes,1,者,1,yes,1,0045k,zhǔ,tsyoX,*taʔ
減,no,0,,,,yes,2,0671g,jian3,heamX; keamX,yes,2,咸,1,no,0,,,,
渜,no,0,,,,yes,2,0238h,nuan3,nwanH; nwanX,yes,2,需,2,no,0,,,,
渝,yes,1,10-23,0125a; 0125c; 0125d; 0125f; 0125g; 0125h; 0125i; 0125j; 0125k; 0125l; 0125m; 0125n; 0125o; 0125p; 0125q; 0125r; 0125s; 0125t; 0125u; 0125v,,yes,1,0125h,yu2,yiu,yes,1,俞,1,yes,1,0125h,yú,yu,*lo
渟,no,0,,,,no,0,,,,yes,1,丁,2,no,0,,,,
渠,yes,1,01-19,0095a; 0095f; 0095h; 0095i; 0095j; 0095n; 0095o; 0095p; 0095q; 0095r; 0095c; 0095e; 0095k; 0095g,giəX; kiuX; giə; giəH; giuX,yes,1,0095g,qu2,giə,yes,1,巨,1,yes,1,0095g,qú,gjo,*ga {*[g](r)a}
渡,no,0,,,,yes,1,0801b,du4,duH,yes,1,石,1,no,0,,,,
渢,no,0,,,,yes,1,0625p,feng2,biuwṅ,yes,1,鳳,1,no,0,,,,
渣,no,0,,,,no,0,,,,yes,2,且,1,no,0,,,,
渤,no,0,,,,yes,1,,bo2,bwot,yes,1,孛,1,no,0,,,,
渥,no,0,,,,yes,2,1204g,wo4; ou4,qaewk; quwH,yes,1,㱿,2,no,0,,,,
渦,no,0,,,,no,0,,,,yes,2,冎,1,no,0,,,,
渨,no,0,,,,no,0,,,,yes,1,鬼,2,no,0,,,,
